0,0.00731328
1,0.0072835
2,0.00725401
3,0.00722479
4,0.00719586
5,0.00716851
6,0.00713985
7,0.00711276
8,0.00708437
9,0.00705753
10,0.00702942
11,0.00700283
12,0.00697499
13,0.00694865
14,0.00692109
15,0.00689501
16,0.00686772
17,0.00684189
18,0.00681488
19,0.0067893
20,0.00676256
21,0.00673723
22,0.00671076
23,0.0066857
24,0.0066595
25,0.00663469
26,0.00660877
27,0.00658421
28,0.00655856
29,0.00653426
30,0.00650888
31,0.00648483
32,0.00645973
33,0.00643593
34,0.00641111
35,0.00638756
36,0.00636302
37,0.00633972
38,0.00631545
39,0.00629241
40,0.00626841
41,0.00624563
42,0.00622665
43,0.00620292
44,0.00618038
45,0.00616158
46,0.00613812
47,0.00611582
48,0.00609719
49,0.006074
50,0.00605196
51,0.00603321
52,0.00601475
53,0.00599616
54,0.00597323
55,0.00595142
56,0.00593313
57,0.00591471
58,0.00589316
59,0.00587048
60,0.00585235
61,0.0058341
62,0.00581615
63,0.00579484
64,0.00577241
65,0.00575432
66,0.00573655
67,0.00571546
68,0.00569331
69,0.0056754
70,0.00565779
71,0.00563695
72,0.00561506
73,0.0055973
74,0.00557988
75,0.00556231
76,0.00554171
77,0.00552006
78,0.0055028
79,0.00548541
80,0.00546506
81,0.00544367
82,0.00542657
83,0.00540935
84,0.00538922
85,0.0053723
86,0.00535118
87,0.00533412
88,0.00531738
89,0.0052975
90,0.00527662
91,0.00525974
92,0.00524317
93,0.00522353
94,0.0052068
95,0.00518619
96,0.00516981
97,0.00515326
98,0.00513385
99,0.00511349
100,0.00509726
101,0.00508089
102,0.00506174
103,0.00504164
104,0.00502559
105,0.00500937
106,0.00499046
107,0.00497457
108,0.00495475
109,0.0049387
110,0.00492003
111,0.00490432
112,0.00488845
113,0.00486888
114,0.00485334
115,0.0048349
116,0.0048192
117,0.00479989
118,0.00478454
119,0.004769
120,0.00475079
121,0.00473174
122,0.00471655
123,0.0047012
124,0.00468324
125,0.00466822
126,0.00464942
127,0.00463423
128,0.00461652
129,0.00460167
130,0.00458666
131,0.00456811
132,0.00455062
133,0.00453594
134,0.0045211
135,0.00450283
136,0.00448834
137,0.00447109
138,0.00445639
139,0.00443837
140,0.00442404
141,0.00440954
142,0.00439254
143,0.00437479
144,0.00436063
145,0.0043463
146,0.00432953
147,0.00431555
148,0.00429804
149,0.00428387
150,0.00426735
151,0.00425354
152,0.00423955
153,0.00422232
154,0.00421187
155,0.00419558
156,0.00418193
157,0.00416809
158,0.00415773
159,0.00414075
160,0.00413051
161,0.00411446
162,0.00410098
163,0.0040873
164,0.00407713
165,0.00406041
166,0.0040471
167,0.0040336
168,0.00401778
169,0.00400771
170,0.00399123
171,0.0039779
172,0.00396475
173,0.00395478
174,0.00393919
