0,0.000442509
1,0.00043707
2,0.000434917
3,0.000429545
4,0.000427419
5,0.000422115
6,0.000420017
7,0.000414779
8,0.000412709
9,0.000410853
10,0.000405675
11,0.000403626
12,0.000401791
13,0.000396672
14,0.000394644
15,0.00039283
16,0.000387769
17,0.000385764
18,0.00038397
19,0.000378968
20,0.000376984
21,0.000375211
22,0.000370268
23,0.000368306
24,0.000366554
25,0.000364622
26,0.000359729
27,0.000357997
28,0.000356087
29,0.000351253
30,0.000349542
31,0.000347653
32,0.000342878
33,0.000341187
34,0.00033932
35,0.000334604
36,0.000332934
37,0.000331089
38,0.000326432
39,0.000324782
40,0.000322959
41,0.00031836
42,0.000316731
43,0.000314929
44,0.00031039
45,0.000308782
46,0.000307001
47,0.000302521
48,0.000300933
49,0.000299174
50,0.000294753
51,0.000293186
52,0.000291448
53,0.000287086
54,0.000285539
55,0.000283824
56,0.00027952
57,0.000277994
58,0.0002763
59,0.000272055
60,0.00027055
61,0.000268878
62,0.000264692
63,0.000263207
64,0.000261557
65,0.00025743
66,0.000255965
67,0.000254337
68,0.000250268
69,0.000248825
70,0.000247218
71,0.000243208
72,0.000241785
73,0.0002402
74,0.000236249
75,0.000234847
76,0.000233283
77,0.000229392
78,0.00022801
79,0.000226468
80,0.000222635
81,0.000221274
82,0.000219753
83,0.000215979
84,0.000214639
85,0.00021314
86,0.000211828
87,0.000208105
88,0.000206628
89,0.000205337
90,0.00020389
91,0.000200217
92,0.000198797
93,0.000197521
94,0.000193907
95,0.000192509
96,0.000191253
97,0.000187698
98,0.000186322
99,0.000185087
100,0.000181591
101,0.000180236
102,0.000179022
103,0.000175584
104,0.000174251
105,0.000173057
106,0.000169679
107,0.000168367
108,0.000167194
109,0.000163875
110,0.000162585
111,0.000161432
112,0.000158172
113,0.000156903
114,0.000155772
115,0.00015257
116,0.000151323
117,0.000150212
118,0.000147069
119,0.000145844
120,0.000144754
121,0.000141669
122,0.000140466
123,0.000139396
124,0.000136371
125,0.000135189
126,0.00013414
127,0.000131174
128,0.000130014
129,0.000128985
130,0.000126077
131,0.000124939
132,0.000123931
133,0.000121082
134,0.000119966
135,0.000118978
136,0.000116188
137,0.000115093
138,0.000114127
139,0.000111396
140,0.000110322
141,0.000109376
142,0.000106704
143,0.000105652
144,0.000104727
145,0.000102114
146,0.000101083
147,0.000100178
148,9.76242e-005
149,9.66158e-005
150,9.57312e-005
